co_nombre,co_finalidad,co_direccion,co_telefono1,co_contacto1,co_telefono2,co_contacto2,co_telefono3,co_contacto3,co_website,co_banco,co_cuenta_destino,co_pago,co_vendedor,co_sonido,co_comentarios,co_fecha,co_fecha_act,co_estado,co_operador,co_terminal,co_mora,co_comision,co_rnc
SIRENA,VENTA,LA ALTAGRACIA,0,0,,,,,,5,795319581,2,0,NULL,,34:30.3,13:28.7,0,flor,DESKTOP-SUMFLTC,0,0.5,131-37045-4
SIRENI,HOTERIA,bavaro,0,0,,,,,,1,11387790035,2,0,NULL,,44:27.2,36:51.6,0,mseverino,RECEPCIONUVERO,NULL,NULL,NULL
SIRENIS ,COCINA,uvero alto - macao ,2000000000,,,,,,,1,11387790035,2,0,NULL,,23:58.8,41:31.5,0,mmoris,OPAULINO,NULL,NULL,NULL
SIRENIS0,HOTELERIA ,bavaro,1212121212,1212121212,,,,,,1,24472460019,2,5,NULL,,17:58.0,18:20.8,0,admin,DESKTOP-GSN33LR,0,0.5,131-37045-4
SUNCAPE,HOTELERIA,bavaro,0,0,,,,,,5,795319581,2,0,NULL,,09:28.7,50:56.5,0,OPAULINO,APPSERVER,NULL,NULL,NULL
SUPER MERCADO EL PRIMO,VENTAS DE TODO TIPO DE PRODUCTO DE CONSUMO MASIVO,POR CONFIRMAR,2222222,222222,,,,,,1,24472460019,2,0,NULL,,48:19.3,48:19.3,1,jalvarez,DESKTOP-GSN33LR,0,0,131-37045-4
TRANSPORTE BULE,TRANSPORTE,Frente a la universidad,1111111111,11111111111,,,,,,5,795319581,3,0,NULL,,26:31.9,09:01.3,0,mavila,USER-PC,NULL,NULL,NULL
USUARIO BLOQUEADOS BANRESERVAS,0,0,0,0,,,,,,2,300118368,3,0,NULL,,55:22.9,15:03.9,0,opaulino,APPSERVER,NULL,NULL,NULL
USUARIOS INTENET MOVIL BANRESERVAS,0,0,0,0,,,,,,2,7900004964,3,0,NULL,,00:11.2,35:53.2,0,opaulino,APPSERVER,NULL,NULL,NULL
USUARIOS RECHAZADOS BANRESERVAS,0,0,0,0,,,,,,2,300118368,3,0,NULL,,58:03.4,30:50.7,0,opaulino,APPSERVER,NULL,NULL,NULL
VISTA SOL,HOTELERIA,bavaro,0,0,,,,,,5,795319581,2,0,NULL,,27:27.7,16:45.9,0,opaulino,APPSERVER,NULL,NULL,NULL
WIND SRL,COMPA¥IA DE TELECOMUNICACIONES,PROLONGACION 27 ESQUINA ISABEL AGUIAR,8092003000,REC,,,,,,1,24472460019,2,0,NULL,,05:06.9,05:06.9,1,jalvarez,DESKTOP-GSN33LR,0,0,131-37045-4
ZOETRY AGUA PUNTA CANA,HOTELERIA,bavaro,2000000000,0,,,,,,1,24472460019,2,5,NULL,,14:39.3,57:11.7,0,rrodriguez,APPSERVER,0,0.5,131-37045-4
ZOETRY CANCELADOS,HOTELERIA,0,0,0,,,,,,1,24472460019,2,0,NULL,,55:07.2,55:07.2,1,cgonzalezz,DESKTOP-DFEQDJR,0,0,131-37045-4
ZOETRY PROBLEMATICOS,0,,0,0,,,,,,1,24472460019,2,0,NULL,,35:03.2,00:17.7,1,cgonzalezz,MOISESSS,0,0,131-37045-4
ZOETRY PUNTA CANA,HOTELERIA,UVERO ALTO,0,0,,,,,,1,24472460019,2,0,NULL,,32:02.4,56:47.7,1,cgonzalezz,MOISESSS,0,0,131-37045-4
ZOETRY PUNTA CANA FASE,0,0,0,0,,,,,,1,24472460019,2,0,NULL,,28:34.0,08:29.7,1,cgonzalezz,MOISESSS,0,0,131-37045-4
